working	2.9661855848564542
backgroundtaskhost	8.494333897270154
exe	4.6433586729509155
stopped	4.9552915382376765
slow	5.611691825697146
maintenance	6.967540674066002
microsoft	1.8093893241871621
10	2.4982351284645983
edge	4.043967629111603
performance	5.303222671216924
windows	1.566550689584802
menu	3.690768425186695
start	3.187256283630776
issue	1.9602021510581586
screen	3.1025237344739427
sketch	7.538494999413465
usage	6.4388177479183994
task	4.967138786080186
appear	4.0833793132215215
remsh	8.157779807493457
started	4.3067641501733345
cpu	5.958260617390544
manager	4.920558102625151
high	5.706207515405663
remove	3.6403192634985593
skype	1.5494642116354775
business	4.560181088996327
selecting	5.731290919417367
keyboard	4.5844302774758106
language	4.351376803392944
wrong	4.483271549998021
went	4.446882574510079
factory	6.024021975515595
reset	3.8149769745546704
error	3.048215013838422
setup	5.303222671216924
network	4.782429691106031
legacy	6.3410153372089875
bios	6.024021975515595
dell	5.208170525467509
uefi	7.538494999413465
e6420	8.494333897270154
charms	6.735493299378293
hp	5.270534985535585
x360	8.494333897270154
way	2.880011198355072
laptop	3.822763318073942
best	3.620797246563884
backup	5.286746617835641
suddenly	5.389894132099787
dimmer	8.494333897270154
game	4.822966130975706
lap	7.270067246185872
line	4.364487729868416
playing	5.634502205552671
graphics	5.926926025970411
messed	6.547195246831834
update	2.6392765461362933
restarted	5.657841189750327
boot	4.724502408631304
oct	7.538494999413465
restart	4.217226729588905
insertion	7.906383519356579
bsod	6.80703419028167
new	2.350456932034266
loop	6.058590179312182
usb	4.967138786080186
hardware	4.822966130975706
0x801901f4	8.494333897270154
creator	6.735493299378293
tablet	4.617685681673573
creators	6.251903883165888
toshiba	6.388725360130577
satellite	6.606117693917011
s50	8.157779807493457
properly	4.4907072783582755
config	6.4388177479183994
code	3.8424869622229076
stop	4.37776840635723
file	2.81678428022394
bad	5.193162591041126
ocx	8.157779807493457
registration	7.538494999413465
0xc00000e5	7.906383519356579
application	3.48485222241259
negative	7.538494999413465
300	6.80703419028167
scanner	6.251903883165888
itns	9.00524136749224
xbox	4.513344494335273
anniversary	6.668719991245818
controller	6.668719991245818
help	1.7647633847099748
need	2.191328333838938
drive	4.344883633785294
pro	4.4907072783582755
transfer	5.757015445096837
failure	6.094390282911682
license	5.589386553388775
hard	4.364487729868416
cumulative	7.70563095733687
x64	6.388725360130577
based	4.398017623189454
1703	6.058590179312182
kb4040724	7.906383519356579
systems	5.731290919417367
2017	4.812679466163569
version	2.400934381282766
09	5.8965386218266405
super	7.270067246185872
unresponsive	6.967540674066002
following	2.9838952872797675
session	6.295470982479618
kernel	7.058594359061847
event	5.067258585359786
failed	5.135263534657192
0xc0000011	8.494333897270154
eventtracing	8.157779807493457
id	4.5522243400986575
explorer	3.7365391779193136
details	4.11395591575921
win10	5.867042675238387
view	3.694219303243497
open	2.765697374130517
comes	4.753053832145595
framework	7.270067246185872
occurred	5.254579379243442
unhandled	8.494333897270154
exception	6.170061857235096
sleep	6.251903883165888
particularly	6.735493299378293
net	5.408158654224536
directory	5.657841189750327
party	4.920558102625151
applications	4.6696949405110795
dialog	5.135263534657192
crush	9.00524136749224
change	3.005528023664177
89	8.157779807493457
shows	3.9784111512577454
kb3141032	8.494333897270154
stucks	9.00524136749224
setting	4.276044035014657
configured	6.388725360130577
proxy	6.606117693917011
computer	2.6945136153846767
web	3.791960007139479
appears	4.205856038311408
correctly	4.715160520470772
device	3.4350013604985428
responding	5.270534985535585
resource	6.668719991245818
ini	7.395312275808774
files	3.2791634975567856
restoring	6.88407715162756
backups	7.395312275808774
image	3.795761158545935
backed	7.158759717700775
history	4.338431287381553
folders	5.041285990676755
quick	4.812679466163569
access	3.5953173626640775
data	3.4962546530179903
restore	4.521003014814856
taskbar	5.33700374893787
overlapping	7.538494999413465
unable	4.020075948931408
windows10	7.058594359061847
scans	6.058590179312182
shutdowns	8.157779807493457
force	5.990603520793487
contacts	3.4991244800627443
lost	4.609269655486282
upgrade	4.3912233454235565
cd	5.611691825697146
resulting	6.210149192668849
browsers	5.223404607927684
upgrading	5.926926025970411
2016	3.513591097792933
office	2.98926391798923
installer	5.783414841741296
programs	4.0295666161196895
certain	5.067258585359786
select	3.165974085265728
disable	4.705903574629826
row	4.909239595923177
store	3.7222421546851168
download	3.448616425622688
structure	6.967540674066002
normal	4.43268165920847
hanging	6.80703419028167
pc	3.3694142953156647
longer	3.8464768012756116
encrpyted	9.00524136749224
stuck	5.525288634346038
gets	5.389894132099787
desktop	3.3618073420046386
loads	6.4388177479183994
thumbnails	6.547195246831834
apps	3.6272645119183324
tiles	5.990603520793487
missing	4.3067641501733345
button	3.537155879545508
wo	4.11395591575921
load	4.865186983199632
flash	5.611691825697146
adobe	5.810525595718361
media	4.6786271526329095
bit	4.37776840635723
player	5.003534478248344
64	4.920558102625151
internet	3.432299084227743
sites	4.967138786080186
disappearing	6.80703419028167
icons	5.135263534657192
person	4.5522243400986575
contact	3.046324240012686
support	2.6288008294480694
automated	6.295470982479618
fastest	7.538494999413465
flicker	8.494333897270154
time	2.6392765461362933
display	4.150811346342303
total	5.504797600197325
reinstalling	4.967138786080186
click	2.3099435443627323
instal	8.157779807493457
install	3.211158690232969
corrupt	5.611691825697146
removing	5.54620487701626
downloading	5.389894132099787
right	2.8000021647531153
moving	5.611691825697146
cursor	5.681733953733958
5000	7.395312275808774
15	4.357911323050776
default	3.6143693850494425
inspiron	6.3410153372089875
drivers	4.626171730268529
mic	6.606117693917011
audio	4.560181088996327
quality	5.589386553388775
recorded	6.735493299378293
sound	4.696730026545373
poor	6.547195246831834
doc	6.295470982479618
print	4.521003014814856
printer	5.015962693179349
mail	4.06842349872001
word	3.046324240012686
draft	6.547195246831834
copies	7.158759717700775
email	3.281505746126212
attachment	6.388725360130577
sending	4.932004287915802
outbox	8.494333897270154
driving	6.547195246831834
mad	7.906383519356579
outlook	4.505742928405851
keeps	4.920558102625151
things	4.167018466888589
jumping	7.906383519356579
disappear	5.867042675238387
mouse	4.772543169141068
typing	5.465024116812455
account	2.6274980200814975
create	3.555179732574317
login	4.753053832145595
ip	5.926926025970411
emails	5.080499015128384
blocking	5.958260617390544
webmail	7.395312275808774
hot	6.88407715162756
message	2.9435779122513965
got	3.8585386725512496
scam	7.158759717700775
today	4.468560310338115
regular	5.757015445096837
sudden	6.388725360130577
address	3.5165082281731497
recognizing	7.158759717700775
group	4.822966130975706
sent	4.411742818744776
recieve	8.157779807493457
morning	5.408158654224536
able	3.0577179720098098
send	3.6469077785664354
going	3.9124821901745834
receive	4.357911323050776
hotmail	5.589386553388775
sync	5.303222671216924
receiving	5.426759898276548
limit	6.295470982479618
recipients	7.70563095733687
increase	6.094390282911682
received	4.967138786080186
junk	6.4388177479183994
want	2.560463467275626
beta	6.3410153372089875
period	5.810525595718361
activex	6.88407715162756
compatible	5.121292104419429
shockwave	7.538494999413465
warning	5.867042675238387
control	4.0733847864702035
inbox	5.408158654224536
connected	4.626171730268529
work	2.6030193376642803
rules	6.4388177479183994
indexing	6.4388177479183994
website	3.6976815493101816
bing	1.8618064447229308
delete	3.7510337850601148
discover	6.388725360130577
keyword	6.606117693917011
page	3.08086630695736
rank	7.395312275808774
1st	6.3410153372089875
thanks	1.7523615041439253
goalposts	9.00524136749224
anymore	4.920558102625151
password	4.11395591575921
old	3.6370403883910223
set	3.24010384784658
content	4.576283045681361
cached	6.967540674066002
information	2.300022314800255
tool	4.020075948931408
removal	5.634502205552671
offers	6.295470982479618
text	3.4962546530179903
darker	8.494333897270154
make	2.7969774956021713
larger	6.13151356886256
possible	3.5521543788992758
saving	5.178374152670476
search	2.764229171663254
username	5.408158654224536
saves	6.4388177479183994
certificate	7.538494999413465
warnings	7.395312275808774
original	3.9604171341159606
expired	6.88407715162756
auto	5.135263534657192
prior	5.286746617835641
cross	6.967540674066002
document	3.9559669190693283
fields	6.094390282911682
pdf	5.107510935207348
printing	5.657841189750327
figures	7.158759717700775
tables	5.958260617390544
references	6.3410153372089875
excel	3.312427660028913
box	3.708137270718351
yellow	6.058590179312182
cell	4.093471363139611
pop	4.920558102625151
income	8.157779807493457
live	4.103662892189389
fuse	7.538494999413465
photo	4.967138786080186
gallery	6.210149192668849
yrs	7.70563095733687
engine	4.733930826981233
doesnt	6.210149192668849
home	3.8585386725512496
unavailable	5.838387234677748
connecting	5.408158654224536
phone	3.2446264726425667
heard	6.170061857235096
problems	3.6469077785664354
lookup	6.547195246831834
browser	3.555179732574317
context	6.735493299378293
add	3.09065753365209
india	6.668719991245818
calling	4.753053832145595
canvas	7.906383519356579
app	2.468312593979638
upload	5.525288634346038
fresh	6.251903883165888
paint	6.295470982479618
inspire	7.70563095733687
removed	4.0153630054678064
images	4.528719359497917
broken	5.389894132099787
links	4.364487729868416
urls	6.606117693917011
searches	4.898045930267227
counting	6.88407715162756
rewards	4.634728988229636
points	4.772543169141068
granting	8.157779807493457
receiver	7.70563095733687
different	3.371961996084155
window	3.7806387163490145
thinks	6.491543441898909
turkey	7.70563095733687
websites	5.33700374893787
gives	5.135263534657192
use	2.0888200031573882
turkish	7.70563095733687
showing	4.2287243602810305
site	3.7995761741641974
indexed	5.990603520793487
messages	4.119141134642487
ios	4.5844302774758106
notification	5.2388717974377155
battery	5.958260617390544
unlinking	7.538494999413465
sykpe	9.00524136749224
concatenate	8.157779807493457
needed	4.733930826981233
formula	4.344883633785294
specific	4.37776840635723
columns	5.286746617835641
continue	4.854466117569163
repeated	7.270067246185872
column	4.398017623189454
numeric	7.906383519356579
value	4.812679466163569
rows	5.465024116812455
number	3.3004292965785393
count	5.525288634346038
calls	3.8997834583797393
paying	6.4388177479183994
changed	4.0153630054678064
title	4.282115043755534
charity	8.157779807493457
iphone	4.183484311433009
sms	5.303222671216924
imac	7.270067246185872
priority	7.395312275808774
cellphone	7.70563095733687
signing	5.041285990676755
ca	3.0406713418213256
using	2.055860599090929
useless	5.731290919417367
paste	4.5844302774758106
copy	3.964886494985214
object	5.254579379243442
vs	6.4388177479183994
duplicate	6.094390282911682
money	5.408158654224536
rt	4.475889486612613
credit	4.6696949405110795
deleted	4.411742818744776
accident	7.395312275808774
startup	5.354327778690956
folder	4.17247792181433
temp	6.668719991245818
sign	3.6143693850494425
problem	2.275565444695934
connect	4.150811346342303
surface	4.483271549998021
searched	5.731290919417367
preview	4.991256819258945
shrinks	7.906383519356579
picture	4.246215212043073
sorry	4.124352511092615
issues	3.504887498773231
starter	7.538494999413465
peculiar	8.494333897270154
pad	5.958260617390544
accessing	5.838387234677748
856	6.80703419028167
birthday	6.668719991245818
19	5.757015445096837
remind	7.70563095733687
11	4.634728988229636
adding	4.943581087188283
numbers	4.371106571487181
older	4.560181088996327
retrieve	6.058590179312182
voice	4.876022235600992
30	4.991256819258945
days	4.103662892189389
converting	6.80703419028167
format	4.0884130269019785
challenges	7.395312275808774
video	3.6602097344984372
powerpoint	3.134811301565676
conversation	5.080499015128384
size	4.6786271526329095
emoji	7.395312275808774
log	3.9829588055068523
link	2.525353090638327
baidu	8.494333897270154
deleated	9.00524136749224
freinds	9.00524136749224
filters	6.491543441898909
2009	6.735493299378293
bar	3.6143693850494425
addresses	5.589386553388775
privacy	4.483271549998021
sum	6.094390282911682
subtotal	7.395312275808774
function	4.357911323050776
os	3.8748412584474896
bluetooth	5.783414841741296
acer	6.491543441898909
daily	5.445710572110031
offer	5.303222671216924
caller	6.058590179312182
profile	4.300546222234452
average	6.88407715162756
2010	4.886974361663801
online	3.9339972769271307
multiple	4.205856038311408
mac	3.1829663757365902
rankings	7.70563095733687
changes	3.938354218373675
question	3.413572356195352
vba	5.589386553388775
functionality	5.445710572110031
non	5.303222671216924
qatar	7.395312275808774
macro	5.193162591041126
status	3.9967225663484904
mobile	4.006000906422644
changing	4.528719359497917
merging	7.538494999413465
accounts	4.294365696115456
grouping	8.494333897270154
latest	3.4933925564219974
assign	7.058594359061847
names	5.2388717974377155
messaging	5.681733953733958
notifications	5.121292104419429
nt	7.70563095733687
touchpad	7.395312275808774
ultimate	6.388725360130577
xps	6.80703419028167
active	5.067258585359786
results	3.795761158545935
edit	4.276044035014657
connectivety	9.00524136749224
maximized	7.395312275808774
ppt	4.943581087188283
mp4	6.210149192668849
losing	6.491543441898909
font	5.208170525467509
compatibility	5.465024116812455
adapter	6.295470982479618
driver	4.5844302774758106
disc	6.210149192668849
installing	4.544329101056491
presentation	4.338431287381553
recover	5.354327778690956
slides	4.898045930267227
previous	4.364487729868416
6008	8.494333897270154
shutdown	6.491543441898909
unexpected	6.606117693917011
saved	4.3320192473389785
videos	5.286746617835641
broswer	8.494333897270154
icon	3.8504819520287166
findnext	8.494333897270154
execute	6.967540674066002
failing	6.80703419028167
activate	5.149430585840319
2013	4.991256819258945
endnotes	8.157779807493457
prevent	5.286746617835641
creating	4.843857230355324
entirely	6.606117693917011
importing	6.388725360130577
redirect	6.668719991245818
javascript	6.388725360130577
ninety	9.00524136749224
quotes	6.735493299378293
angle	7.906383519356579
guillemets	8.494333897270154
webmaster	4.762751826335345
index	5.286746617835641
blocked	5.015962693179349
says	4.058571713607795
81g	8.494333897270154
tools	4.418674983184402
options	3.589042300237087
talking	5.525288634346038
opening	4.772543169141068
supported	4.733930826981233
table	4.660840350770592
resizing	7.538494999413465
crashing	6.024021975515595
turning	6.058590179312182
rapidly	7.70563095733687
camera	5.178374152670476
people	4.063485884030759
program	3.6370403883910223
list	3.3343679572616414
instead	4.020075948931408
microphone	5.838387234677748
embedded	5.54620487701626
incoming	5.657841189750327
ringing	6.388725360130577
let	2.4982351284645983
past	5.028545228266526
android	3.8748412584474896
date	3.9875264721261057
resolve	4.313019941773414
uninstall	3.791960007139479
wiped	7.70563095733687
impressed	7.70563095733687
available	3.336833656530146
country	5.149430585840319
concurrent	8.494333897270154
single	5.028545228266526
users	3.9875264721261057
associated	5.54620487701626
user	3.6602097344984372
url	4.854466117569163
script	6.13151356886256
phones	5.810525595718361
sony	6.967540674066002
tv	5.926926025970411
smart	6.4388177479183994
pointer	5.8965386218266405
snycing	9.00524136749224
downloads	5.54620487701626
msn	5.193162591041126
german	6.88407715162756
el	6.80703419028167
2011	5.254579379243442
14	5.810525595718361
mode	4.150811346342303
capitan	6.88407715162756
transition	6.735493299378293
morph	6.4388177479183994
bsoding	9.00524136749224
comma	6.668719991245818
extracting	8.494333897270154
generate	6.251903883165888
share	4.200217411988352
master	5.731290919417367
shapes	6.13151356886256
voices	8.157779807493457
hear	4.425654377978499
youtube	5.3199719605442874
40	5.371954304900327
103	6.210149192668849
client	5.33700374893787
pictures	5.067258585359786
fast	5.465024116812455
16	5.54620487701626
demo	6.88407715162756
enterprise	6.606117693917011
play	4.4907072783582755
fifa	7.70563095733687
logs	6.170061857235096
chat	4.211525694600695
export	5.286746617835641
tracfone	8.494333897270154
cord	8.157779807493457
110	7.906383519356579
perfect	5.757015445096837
getting	3.6736819096080846
run	3.395168314344811
server	4.705903574629826
automatically	3.9253377746582188
sharing	4.743447408331362
supporting	6.388725360130577
movie	6.024021975515595
wheres	9.00524136749224
sway	7.906383519356579
insider	5.408158654224536
copyright	7.395312275808774
try	2.362879599630857
iwdaud	8.157779807493457
continually	7.70563095733687
tried	2.7701134197056883
times	4.058571713607795
incorrect	5.121292104419429
card	4.9552915382376765
google	3.8707416535824604
chrome	4.6696949405110795
slide	4.300546222234452
macos	5.783414841741296
save	3.758356947829404
minimized	7.158759717700775
volume	5.8965386218266405
low	5.990603520793487
level	5.484714764221915
resets	7.158759717700775
opera	6.547195246831834
dob	7.270067246185872
arabic	7.395312275808774
english	4.843857230355324
vlookup	5.8965386218266405
ios11	8.494333897270154
drop	4.909239595923177
drag	5.33700374893787
ipad	4.898045930267227
banned	7.158759717700775
dash	7.70563095733687
bragi	8.494333897270154
scoring	8.494333897270154
grouped	7.538494999413465
animating	8.157779807493457
air	6.4388177479183994
macbook	5.657841189750327
convert	5.389894132099787
editor	5.634502205552671
equation	7.158759717700775
figuring	8.494333897270154
recovery	5.208170525467509
